group_id,pre_ai_exposure,pre_high_ai_share,pre_weighted_n,age_group,gender,education,income_group,parent_status,pre_ai_exposure_z,exposure_bin
25_34|women|ba_plus|1000_1499_week|parent,0.0710255185322686,0.030567429913682564,1290764090.278867,25_34,women,ba_plus,1000_1499_week,parent,-0.03962557546087882,Q3
65_plus|men|lt_hs|no_valid_earnings|nonparent,0.06466107212618234,0.021685875523833074,3123632750.8393097,65_plus,men,lt_hs,no_valid_earnings,nonparent,-0.37520926882104344,Q2
35_44|men|lt_hs|lt_500_week|nonparent,0.0599726910884684,0.016135678891742142,150572747.99248302,35_44,men,lt_hs,lt_500_week,nonparent,-0.6224176077916147,Q1_low
65_plus|men|some_college|lt_500_week|nonparent,0.06343993607089007,0.018871070565145212,363064246.96108896,65_plus,men,some_college,lt_500_week,nonparent,-0.4395971702005508,Q2
25_34|men|hs|1500plus_week|parent,0.06871695314832907,0.02103759494143737,263461020.14060798,25_34,men,hs,1500plus_week,parent,-0.16135130751590882,Q3
45_54|women|ba_plus|1500plus_week|nonparent,0.0703038857719918,0.026255051002224212,1964286461.021159,45_54,women,ba_plus,1500plus_week,nonparent,-0.0776757327709939,Q3
35_44|men|ba_plus|1000_1499_week|nonparent,0.06057593328403027,0.012683349670869783,916832657.738401,35_44,men,ba_plus,1000_1499_week,nonparent,-0.590609932612866,Q2
45_54|women|hs|no_valid_earnings|nonparent,0.07710660990041332,0.03785186999926288,1773098133.5975723,45_54,women,hs,no_valid_earnings,nonparent,0.2810174107116665,Q4_high
35_44|women|ba_plus|lt_500_week|parent,0.07184512698568774,0.03068672306548174,901966499.7395611,35_44,women,ba_plus,lt_500_week,parent,0.00359063131628578,Q3
55_64|men|some_college|lt_500_week|nonparent,0.06549209869793578,0.022167490043824532,525679948.21044403,55_64,men,some_college,lt_500_week,nonparent,-0.331391009001499,Q2
65_plus|women|ba_plus|no_valid_earnings|parent,0.07418300226648142,0.03609584408564052,181561547.30099702,65_plus,women,ba_plus,no_valid_earnings,parent,0.12686181175924088,Q3
45_54|men|hs|no_valid_earnings|nonparent,0.06410916284453955,0.020984729678644502,1597216909.343581,45_54,men,hs,no_valid_earnings,nonparent,-0.4043102688634554,Q2
35_44|women|some_college|500_999_week|nonparent,0.07741113677369617,0.04184997195110239,476753900.96719605,35_44,women,some_college,500_999_week,nonparent,0.29707446364968065,Q4_high
65_plus|women|some_college|1000_1499_week|nonparent,0.07833289308170491,0.04488336935116808,131586597.78329298,65_plus,women,some_college,1000_1499_week,nonparent,0.34567670907416825,Q4_high
15_24|women|ba_plus|500_999_week|nonparent,0.0693522968615418,0.028437726328703915,1002273752.3186401,15_24,women,ba_plus,500_999_week,nonparent,-0.12785098773488288,Q3
35_44|men|ba_plus|1000_1499_week|parent,0.06042555213655342,0.015122858551376937,1492238604.261527,35_44,men,ba_plus,1000_1499_week,parent,-0.5985392099862696,Q1_low
25_34|men|some_college|500_999_week|nonparent,0.06395715289334705,0.022229208602786904,1747307316.709079,25_34,men,some_college,500_999_week,nonparent,-0.41232542958503726,Q2
35_44|men|hs|500_999_week|parent,0.06267608674078308,0.014470795406535618,1805821903.381992,35_44,men,hs,500_999_week,parent,-0.4798733172544189,Q2
35_44|women|ba_plus|lt_500_week|nonparent,0.08246127139948932,0.05334285468584002,348086766.626331,35_44,women,ba_plus,lt_500_week,nonparent,0.5633572982523969,Q4_high
15_24|men|ba_plus|no_valid_earnings|nonparent,0.14251856524400275,0.1644563886513403,241545684.15980402,15_24,men,ba_plus,no_valid_earnings,nonparent,3.7300503922951385,Q4_high
35_44|men|hs|1500plus_week|parent,0.059676306523763295,0.01575962452472161,708225434.6848881,35_44,men,hs,1500plus_week,parent,-0.6380453341534189,Q1_low
55_64|men|some_college|1000_1499_week|nonparent,0.06087821299356996,0.016727133346573976,991647431.7709621,55_64,men,some_college,1000_1499_week,nonparent,-0.5746713678292641,Q2
35_44|men|some_college|500_999_week|parent,0.061711337914973255,0.01380480461967567,892797717.3172339,35_44,men,some_college,500_999_week,parent,-0.530742466505254,Q2
35_44|women|some_college|lt_500_week|parent,0.07888041984257023,0.0407143202804793,1069849686.5439131,35_44,women,some_college,lt_500_week,parent,0.3745466281371998,Q4_high
15_24|men|some_college|no_valid_earnings|parent,0.12476138682567725,0.1399805708493031,763390071.4015849,15_24,men,some_college,no_valid_earnings,parent,2.793752223207168,Q4_high
15_24|women|some_college|lt_500_week|nonparent,0.10382650592335516,0.09123627407806817,3023558302.7709746,15_24,women,some_college,lt_500_week,nonparent,1.6899005753186573,Q4_high
45_54|women|some_college|no_valid_earnings|parent,0.08550368209684299,0.054918731639094075,747642931.797805,45_54,women,some_college,no_valid_earnings,parent,0.7237771295137714,Q4_high
15_24|women|some_college|lt_500_week|parent,0.10854817482518528,0.10785172678641221,1367148867.2758381,15_24,women,some_college,lt_500_week,parent,1.9388641124119588,Q4_high
25_34|men|hs|no_valid_earnings|nonparent,0.09740121099958461,0.08712086015921187,965045871.9446241,25_34,men,hs,no_valid_earnings,nonparent,1.3511084693178492,Q4_high
35_44|women|some_college|no_valid_earnings|nonparent,0.07574701495449689,0.040400806786043394,455117790.88900995,35_44,women,some_college,no_valid_earnings,nonparent,0.20932886715065305,Q3
25_34|women|hs|lt_500_week|parent,0.0679575953196405,0.023169889412956616,1366419630.738956,25_34,women,hs,lt_500_week,parent,-0.20139062727348805,Q3
65_plus|men|hs|lt_500_week|nonparent,0.05983700220654976,0.013957529684614337,481633097.739568,65_plus,men,hs,lt_500_week,nonparent,-0.6295721933182719,Q1_low
25_34|men|some_college|1000_1499_week|parent,0.06328181954518622,0.020009371847468954,726086585.491153,25_34,men,some_college,1000_1499_week,parent,-0.4479343175801304,Q2
15_24|women|hs|500_999_week|nonparent,0.06348532056448798,0.020749178591598364,529996753.2190259,15_24,women,hs,500_999_week,nonparent,-0.4372041425888637,Q2
55_64|women|hs|lt_500_week|nonparent,0.06467673191316413,0.019828697264677866,1553798481.911973,55_64,women,hs,lt_500_week,nonparent,-0.37438356163187525,Q2
25_34|men|some_college|500_999_week|parent,0.060052620173586896,0.015017462878569062,1055016393.743498,25_34,men,some_college,500_999_week,parent,-0.6182031174998412,Q1_low
15_24|men|some_college|500_999_week|nonparent,0.06879736030890646,0.025915765141078136,1051866068.8031591,15_24,men,some_college,500_999_week,nonparent,-0.15711160932419174,Q3
45_54|women|ba_plus|no_valid_earnings|parent,0.08438065902081938,0.04721564118713174,1475643401.215125,45_54,women,ba_plus,no_valid_earnings,parent,0.6645625164061335,Q4_high
25_34|women|lt_hs|no_valid_earnings|parent,0.06967673861766828,0.02362856668123317,1153585748.559665,25_34,women,lt_hs,no_valid_earnings,parent,-0.11074386547251891,Q3
15_24|women|some_college|500_999_week|nonparent,0.09052413566369645,0.06636236490987467,975548087.370195,15_24,women,some_college,500_999_week,nonparent,0.9884949451429133,Q4_high
15_24|men|hs|500_999_week|nonparent,0.05653797472117689,0.010076868190230227,1250968257.843966,15_24,men,hs,500_999_week,nonparent,-0.8035228808406644,Q1_low
45_54|men|lt_hs|lt_500_week|nonparent,0.05348682667972944,0.004145776539755522,214270158.058529,45_54,men,lt_hs,lt_500_week,nonparent,-0.9644034136327083,Q1_low
35_44|men|lt_hs|lt_500_week|parent,0.0580259467209198,0.010485298248080638,389979500.53760296,35_44,men,lt_hs,lt_500_week,parent,-0.7250652888633444,Q1_low
55_64|men|ba_plus|1000_1499_week|nonparent,0.06126254453567163,0.015239052541463467,1052557036.931224,55_64,men,ba_plus,1000_1499_week,nonparent,-0.5544063848057688,Q2
45_54|women|hs|1000_1499_week|parent,0.05919211152756543,0.010402215290307121,166864236.85311502,45_54,women,hs,1000_1499_week,parent,-0.6635759042553536,Q1_low
25_34|women|some_college|500_999_week|nonparent,0.06664971766961068,0.0267648040198749,1347307342.582486,25_34,women,some_college,500_999_week,nonparent,-0.27035222805631526,Q2
65_plus|men|ba_plus|lt_500_week|nonparent,0.07352659214655768,0.038526675041158115,769080984.1281931,65_plus,men,ba_plus,lt_500_week,nonparent,0.09225070525477837,Q3
55_64|women|some_college|500_999_week|nonparent,0.06626397797012727,0.021899816836412962,2014694836.364525,55_64,women,some_college,500_999_week,nonparent,-0.2906914602171036,Q2
55_64|women|ba_plus|1000_1499_week|nonparent,0.07009295391839868,0.02610993854699678,1628278263.345797,55_64,women,ba_plus,1000_1499_week,nonparent,-0.08879771981583647,Q3
25_34|men|some_college|no_valid_earnings|parent,0.07787084061001574,0.04529511763222033,484261486.18743294,25_34,men,some_college,no_valid_earnings,parent,0.3213136670934293,Q4_high
25_34|women|some_college|500_999_week|parent,0.06884348850259388,0.02732441351088961,1676114264.104062,25_34,women,some_college,500_999_week,parent,-0.15467936799195992,Q3
35_44|men|some_college|1000_1499_week|nonparent,0.06822746440205489,0.026919799993529836,476402797.67527604,35_44,men,some_college,1000_1499_week,nonparent,-0.18716100577589267,Q3
65_plus|women|hs|no_valid_earnings|parent,0.06937867478843757,0.02747140584325214,691580025.3292559,65_plus,women,hs,no_valid_earnings,parent,-0.12646013587345478,Q3
45_54|men|some_college|1000_1499_week|parent,0.05786915501944984,0.009714076226403601,563511384.3924471,45_54,men,some_college,1000_1499_week,parent,-0.7333325810848949,Q1_low
55_64|women|some_college|500_999_week|parent,0.07445118280816071,0.035158203870077044,115595603.71012999,55_64,women,some_college,500_999_week,parent,0.14100240010295023,Q3
45_54|men|some_college|no_valid_earnings|nonparent,0.07754726927315668,0.04830418722180066,1251863153.5618453,45_54,men,some_college,no_valid_earnings,nonparent,0.3042524401837626,Q4_high
25_34|women|some_college|1000_1499_week|parent,0.062073853359191265,0.014843861151416707,337169631.28171897,25_34,women,some_college,1000_1499_week,parent,-0.5116277998227844,Q2
45_54|women|some_college|lt_500_week|nonparent,0.06684511085684364,0.02258525348044195,918490310.9738762,45_54,women,some_college,lt_500_week,nonparent,-0.26004956176842825,Q2
15_24|women|hs|500_999_week|parent,0.055437607339497104,0.003914206362525128,287559204.02930206,15_24,women,hs,500_999_week,parent,-0.8615429074755073,Q1_low
55_64|women|lt_hs|500_999_week|parent,0.05721768747551485,0.01371927996324856,81136097.30230099,55_64,women,lt_hs,500_999_week,parent,-0.7676830760924281,Q1_low
35_44|men|hs|lt_500_week|parent,0.06067243034340153,0.013373974122020633,513358620.3665,35_44,men,hs,lt_500_week,parent,-0.5855218483529003,Q2
35_44|men|some_college|lt_500_week|parent,0.08848834184333575,0.07287146697719891,210892703.74793902,35_44,men,some_college,lt_500_week,parent,0.8811518762307252,Q4_high
45_54|men|lt_hs|1500plus_week|nonparent,0.054645662082641024,0.004319680902324615,20152168.049516,45_54,men,lt_hs,1500plus_week,nonparent,-0.9033004928612025,Q1_low
45_54|men|some_college|lt_500_week|nonparent,0.06150658204622368,0.013524538206135585,164511389.227555,45_54,men,some_college,lt_500_week,nonparent,-0.5415388070332285,Q2
15_24|women|hs|no_valid_earnings|parent,0.10976089165865921,0.10669772335262957,1334811057.8352969,15_24,women,hs,no_valid_earnings,parent,2.002808086170312,Q4_high
25_34|men|some_college|1500plus_week|nonparent,0.061629399586347694,0.018395935165921196,223477384.18734297,25_34,men,some_college,1500plus_week,nonparent,-0.535062899924511,Q2
25_34|men|ba_plus|lt_500_week|nonparent,0.09212649286822581,0.0772614564996803,981740562.793587,25_34,men,ba_plus,lt_500_week,nonparent,1.0729838251598793,Q4_high
25_34|men|ba_plus|500_999_week|nonparent,0.06988957734752957,0.030131374899379965,2528583174.3331833,25_34,men,ba_plus,500_999_week,nonparent,-0.09952133290650741,Q3
55_64|women|ba_plus|no_valid_earnings|parent,0.08813850519084077,0.05611898244016114,268158307.47101003,55_64,women,ba_plus,no_valid_earnings,parent,0.8627057352113344,Q4_high
65_plus|women|hs|1000_1499_week|nonparent,0.07215914794948726,0.03683818897786662,129301528.88868001,65_plus,women,hs,1000_1499_week,nonparent,0.02014828741086595,Q3
15_24|men|ba_plus|1500plus_week|nonparent,0.05928359773641019,0.014680643791693709,411542164.8253559,15_24,men,ba_plus,1500plus_week,nonparent,-0.6587520314631677,Q1_low
45_54|women|ba_plus|no_valid_earnings|nonparent,0.08465815658515,0.048677489140337746,1429748868.386689,45_54,women,ba_plus,no_valid_earnings,nonparent,0.6791943714952836,Q4_high
55_64|women|lt_hs|500_999_week|nonparent,0.0752275764972565,0.041488110353252686,136700746.28932598,55_64,women,lt_hs,500_999_week,nonparent,0.18193998446836077,Q3
45_54|women|hs|lt_500_week|parent,0.06390528510604536,0.017229768951032346,564329316.979948,45_54,women,hs,lt_500_week,parent,-0.41506030745477257,Q2
15_24|men|hs|no_valid_earnings|parent,0.08927045203616794,0.06931644942969775,1080484739.915198,15_24,men,hs,no_valid_earnings,parent,0.9223908796535946,Q4_high
55_64|women|some_college|1000_1499_week|nonparent,0.07729304560195462,0.037453258967843184,796262288.653589,55_64,women,some_college,1000_1499_week,nonparent,0.2908477678716532,Q4_high
25_34|women|lt_hs|lt_500_week|nonparent,0.05320937248860453,0.004520020119537153,22490956.114758,25_34,women,lt_hs,lt_500_week,nonparent,-0.9790329817451706,Q1_low
55_64|men|some_college|no_valid_earnings|parent,0.06571067704550215,0.022626665712206267,293870416.077287,55_64,men,some_college,no_valid_earnings,parent,-0.31986583862772683,Q2
45_54|men|some_college|lt_500_week|parent,0.08157062958314365,0.05194001032112745,102062059.875342,45_54,men,some_college,lt_500_week,parent,0.5163956536536672,Q4_high
15_24|women|hs|lt_500_week|nonparent,0.08361205836316168,0.05350795592396651,1288142064.791116,15_24,women,hs,lt_500_week,nonparent,0.6240358419778333,Q4_high
25_34|men|hs|1000_1499_week|nonparent,0.059166803189184644,0.01300569593019229,590203504.372217,25_34,men,hs,1000_1499_week,nonparent,-0.6649103589941837,Q1_low
45_54|men|hs|no_valid_earnings|parent,0.05887510339235668,0.01314017719112448,776147583.991353,45_54,men,hs,no_valid_earnings,parent,-0.680291067531273,Q1_low
25_34|men|ba_plus|1000_1499_week|parent,0.06178461423357693,0.016324354059722136,915736450.099758,25_34,men,ba_plus,1000_1499_week,parent,-0.5268787624116282,Q2
45_54|men|lt_hs|no_valid_earnings|nonparent,0.05633507302528536,0.007790533702165297,591833391.7814059,45_54,men,lt_hs,no_valid_earnings,nonparent,-0.8142214547859499,Q1_low
45_54|men|lt_hs|1000_1499_week|nonparent,0.05421588371099515,0.005568861578910159,149306554.28642803,45_54,men,lt_hs,1000_1499_week,nonparent,-0.9259617903379661,Q1_low
55_64|men|lt_hs|500_999_week|nonparent,0.054990312417832976,0.004732140189887835,409959943.21887803,55_64,men,lt_hs,500_999_week,nonparent,-0.8851278152987156,Q1_low
25_34|women|some_college|1500plus_week|parent,0.08469315817000421,0.052486973313752405,87890168.898884,25_34,women,some_college,1500plus_week,parent,0.6810399304597842,Q4_high
55_64|men|some_college|500_999_week|nonparent,0.0637712864578814,0.021189586592761447,916385595.277317,55_64,men,some_college,500_999_week,nonparent,-0.4221257705582296,Q2
45_54|men|lt_hs|1500plus_week|parent,0.05735642897814846,0.013353435559161466,92962542.789522,45_54,men,lt_hs,1500plus_week,parent,-0.7603675323820435,Q1_low
25_34|men|some_college|lt_500_week|parent,0.10580682481130053,0.08076774503230331,292256525.288751,25_34,men,some_college,lt_500_week,parent,1.7943185692877932,Q4_high
35_44|men|hs|500_999_week|nonparent,0.0594650687125556,0.012167973238048087,1252660525.450173,35_44,men,hs,500_999_week,nonparent,-0.649183453691138,Q1_low
25_34|women|lt_hs|lt_500_week|parent,0.07403428101144194,0.0375298472983627,570217546.421497,25_34,women,lt_hs,lt_500_week,parent,0.11902005697604705,Q3
55_64|men|ba_plus|500_999_week|parent,0.06344765770537182,0.013368352103118765,129372345.65925701,55_64,men,ba_plus,500_999_week,parent,-0.439190024872768,Q2
55_64|men|hs|lt_500_week|nonparent,0.06090603671175316,0.013901297737838228,575264938.359351,55_64,men,hs,lt_500_week,nonparent,-0.5732042824749117,Q2
55_64|women|hs|no_valid_earnings|parent,0.08166522112948423,0.05255832953897003,397083154.950138,55_64,women,hs,no_valid_earnings,parent,0.5213832642730706,Q4_high
35_44|women|hs|500_999_week|nonparent,0.060319244811130636,0.014649746657172683,629916847.2257,35_44,women,hs,500_999_week,nonparent,-0.604144568664835,Q1_low
45_54|men|ba_plus|500_999_week|nonparent,0.06748621689795185,0.025588528569427855,588618214.449549,45_54,men,ba_plus,500_999_week,nonparent,-0.22624540671970822,Q3
45_54|men|some_college|1000_1499_week|nonparent,0.06123223130015045,0.015024629907470121,779252948.5654271,45_54,men,some_college,1000_1499_week,nonparent,-0.5560047371030188,Q2
25_34|women|ba_plus|no_valid_earnings|nonparent,0.09954799370558316,0.08160244967808708,1278455934.247055,25_34,women,ba_plus,no_valid_earnings,nonparent,1.464303745600133,Q4_high
55_64|women|some_college|1500plus_week|parent,0.058756222838130534,0.00690567874153743,43547190.203512,55_64,women,some_college,1500plus_week,parent,-0.6865593857651672,Q1_low
65_plus|men|ba_plus|1500plus_week|parent,0.056180119956605934,0.005531808894404126,87315870.93330799,65_plus,men,ba_plus,1500plus_week,parent,-0.822391799819448,Q1_low
35_44|women|lt_hs|no_valid_earnings|parent,0.06617998123236579,0.02283412158856195,1168738701.8194082,35_44,women,lt_hs,no_valid_earnings,parent,-0.2951204291626582,Q2
45_54|men|ba_plus|lt_500_week|parent,0.07047520843919916,0.032956388477568314,122942943.582799,45_54,men,ba_plus,lt_500_week,parent,-0.0686422536984417,Q3
65_plus|men|lt_hs|no_valid_earnings|parent,0.05273241466903104,0.003973041015016433,206323300.027793,65_plus,men,lt_hs,no_valid_earnings,parent,-1.0041819509495338,Q1_low
25_34|men|lt_hs|no_valid_earnings|parent,0.08459087414451831,0.04878722480739581,536492858.21070004,25_34,men,lt_hs,no_valid_earnings,parent,0.675646711811344,Q4_high
65_plus|men|ba_plus|1000_1499_week|nonparent,0.07227408058484949,0.03569762596541419,365562747.0027261,65_plus,men,ba_plus,1000_1499_week,nonparent,0.026208440297940564,Q3
25_34|women|lt_hs|500_999_week|parent,0.07997431722818028,0.04913963917952717,153952403.970432,25_34,women,lt_hs,500_999_week,parent,0.4322255056698948,Q4_high
55_64|men|ba_plus|lt_500_week|nonparent,0.06793110885960513,0.026461244153518713,374168566.643483,55_64,men,ba_plus,lt_500_week,nonparent,-0.20278720185603277,Q3
35_44|men|lt_hs|500_999_week|parent,0.061563294516643184,0.017010492262672212,779971259.900946,35_44,men,lt_hs,500_999_week,parent,-0.5385484793489926,Q2
25_34|men|hs|lt_500_week|nonparent,0.077746691040775,0.051540383538920695,1103543131.6618512,25_34,men,hs,lt_500_week,nonparent,0.3147675249285679,Q4_high
35_44|men|some_college|no_valid_earnings|nonparent,0.07279241056122415,0.035882557482463065,507834975.6758059,35_44,men,some_college,no_valid_earnings,nonparent,0.05353887514687811,Q3
35_44|men|hs|1000_1499_week|nonparent,0.063384077232767,0.015024244413679038,293768113.279149,35_44,men,hs,1000_1499_week,nonparent,-0.44254248767328863,Q2
45_54|men|ba_plus|1000_1499_week|parent,0.06391591259229261,0.017620698799094295,901291954.315843,45_54,men,ba_plus,1000_1499_week,parent,-0.41449994275713353,Q2
65_plus|women|some_college|500_999_week|nonparent,0.06866758598060561,0.025515499219519355,308735545.304877,65_plus,women,some_college,500_999_week,nonparent,-0.16395433304528165,Q3
25_34|men|ba_plus|no_valid_earnings|parent,0.10377777814800825,0.09140053666374877,307630064.21781194,25_34,men,ba_plus,no_valid_earnings,parent,1.6873312635864532,Q4_high
45_54|women|some_college|1000_1499_week|parent,0.07297086411543098,0.030341809574433495,371023953.19957197,45_54,women,some_college,1000_1499_week,parent,0.06294835069163363,Q3
45_54|men|lt_hs|1000_1499_week|parent,0.05167798330644607,0.0,37553106.191813,45_54,men,lt_hs,1000_1499_week,parent,-1.0597798692087987,Q1_low
15_24|women|lt_hs|no_valid_earnings|nonparent,0.0917744004412708,0.06594257766096061,770171623.197131,15_24,women,lt_hs,no_valid_earnings,nonparent,1.054418741961329,Q4_high
55_64|women|lt_hs|no_valid_earnings|parent,0.06567723880555447,0.026789325203785616,370438017.71358603,55_64,women,lt_hs,no_valid_earnings,parent,-0.3216289657475304,Q2
35_44|women|hs|lt_500_week|nonparent,0.06527776340522821,0.01977017545285147,331123872.312257,35_44,women,hs,lt_500_week,nonparent,-0.3426924521365142,Q2
25_34|women|ba_plus|lt_500_week|nonparent,0.10287385949860928,0.0895208191407896,979580371.7329689,25_34,women,ba_plus,lt_500_week,nonparent,1.6396695598800075,Q4_high
25_34|women|some_college|lt_500_week|nonparent,0.07657082122542068,0.04408490430028403,633168813.1499032,25_34,women,some_college,lt_500_week,nonparent,0.25276641589731214,Q3
45_54|men|hs|lt_500_week|parent,0.05597693750004001,0.009547498133329686,210396727.10126102,45_54,men,hs,lt_500_week,parent,-0.8331051776766613,Q1_low
15_24|women|lt_hs|500_999_week|nonparent,0.05120316393713516,0.0,53184692.381950006,15_24,women,lt_hs,500_999_week,nonparent,-1.0848160824888606,Q1_low
55_64|women|some_college|lt_500_week|parent,0.06974501533038367,0.027847061605771682,193478495.579427,55_64,women,some_college,lt_500_week,parent,-0.10714377994086743,Q3
25_34|men|hs|1000_1499_week|parent,0.0590508012344718,0.014154052774536165,654353200.4530559,25_34,men,hs,1000_1499_week,parent,-0.6710268948113927,Q1_low
45_54|men|some_college|1500plus_week|nonparent,0.06582161511223907,0.022699095757053117,928207398.383895,45_54,men,some_college,1500plus_week,nonparent,-0.31401631082995834,Q2
15_24|women|some_college|1000_1499_week|parent,0.05219087642219307,0.001627384604737189,102269090.501843,15_24,women,some_college,1000_1499_week,parent,-1.0327361084322468,Q1_low
15_24|men|hs|500_999_week|parent,0.06008402441838972,0.01413300021600284,794260031.5835159,15_24,men,hs,500_999_week,parent,-0.6165472386086246,Q1_low
35_44|men|some_college|lt_500_week|nonparent,0.08517467281418213,0.06458871107581092,197517108.731173,35_44,men,some_college,lt_500_week,nonparent,0.7064291713127997,Q4_high
15_24|men|lt_hs|no_valid_earnings|nonparent,0.11617106167093344,0.11469224814201927,929924460.138609,15_24,men,lt_hs,no_valid_earnings,nonparent,2.3408026878262294,Q4_high
45_54|men|ba_plus|1000_1499_week|nonparent,0.06622084866953398,0.0243908706738452,719485497.2708081,45_54,men,ba_plus,1000_1499_week,nonparent,-0.29296557630853554,Q2
45_54|women|lt_hs|lt_500_week|nonparent,0.05624051556408742,0.008964389684211075,283266214.964189,45_54,women,lt_hs,lt_500_week,nonparent,-0.8192072681684334,Q1_low
45_54|men|lt_hs|500_999_week|parent,0.05927141945915083,0.010767363404761462,314626835.95598704,45_54,men,lt_hs,500_999_week,parent,-0.6593941660654095,Q1_low
45_54|men|lt_hs|500_999_week|nonparent,0.05848015027592784,0.008647176327629034,495192400.295986,45_54,men,lt_hs,500_999_week,nonparent,-0.7011161035294631,Q1_low
25_34|men|hs|lt_500_week|parent,0.061759952928513495,0.01469737968221899,296491799.20723903,25_34,men,hs,lt_500_week,parent,-0.5281791004627673,Q2
65_plus|men|lt_hs|500_999_week|nonparent,0.06389740214862785,0.02357802191171445,166683662.96991497,65_plus,men,lt_hs,500_999_week,nonparent,-0.4154759589971028,Q2
65_plus|women|ba_plus|lt_500_week|parent,0.08973215606306081,0.07043843184735397,18436008.615798,65_plus,women,ba_plus,lt_500_week,parent,0.9467355488829249,Q4_high
35_44|men|some_college|no_valid_earnings|parent,0.07229733076228936,0.03349246141765337,732718440.74176,35_44,men,some_college,no_valid_earnings,parent,0.02743437259726666,Q3
55_64|men|hs|1000_1499_week|parent,0.07272417987287814,0.037218401451137896,191145463.25565103,55_64,men,hs,1000_1499_week,parent,0.04994121638212469,Q3
25_34|women|some_college|no_valid_earnings|nonparent,0.08936468790665397,0.06532575084616052,916340944.0530181,25_34,women,some_college,no_valid_earnings,nonparent,0.9273597362433004,Q4_high
45_54|women|hs|1500plus_week|parent,0.06830358644790269,0.011429776762211612,92148441.642869,45_54,women,hs,1500plus_week,parent,-0.18314725255026942,Q3
45_54|men|hs|1500plus_week|parent,0.06394154414884895,0.01617088914490691,667278678.8046261,45_54,men,hs,1500plus_week,parent,-0.4131484454128364,Q2
65_plus|women|lt_hs|lt_500_week|nonparent,0.0774649637895105,0.042208292489956264,229028589.79084998,65_plus,women,lt_hs,lt_500_week,nonparent,0.2999126474628485,Q4_high
35_44|women|some_college|1500plus_week|parent,0.06705366124482738,0.024407155687610732,241231379.05798802,35_44,women,some_college,1500plus_week,parent,-0.2490531443291435,Q3
65_plus|women|hs|500_999_week|nonparent,0.07261775550580549,0.028851351151555706,388080713.876298,65_plus,women,hs,500_999_week,nonparent,0.044329686346832514,Q3
15_24|men|hs|1000_1499_week|nonparent,0.06233025549316493,0.01761224411851153,286658314.20299196,15_24,men,hs,1000_1499_week,nonparent,-0.4981082618120588,Q2
55_64|women|some_college|1500plus_week|nonparent,0.0685460999781046,0.022431718625169822,626626434.3262959,55_64,women,some_college,1500plus_week,nonparent,-0.17036003101327252,Q3
15_24|men|hs|lt_500_week|nonparent,0.0913599109744868,0.07777885660503417,1677053657.247504,15_24,men,hs,lt_500_week,nonparent,1.0325635958500747,Q4_high
15_24|women|ba_plus|no_valid_earnings|nonparent,0.14503551820399213,0.17759588169036244,387645380.184325,15_24,women,ba_plus,no_valid_earnings,nonparent,3.862763957063208,Q4_high
45_54|women|hs|1000_1499_week|nonparent,0.0610178392741408,0.009250756241325344,579524279.001969,45_54,women,hs,1000_1499_week,nonparent,-0.5673091716641279,Q2
25_34|women|hs|lt_500_week|nonparent,0.10088094435725804,0.09180363890287667,347708148.209429,25_34,women,hs,lt_500_week,nonparent,1.5345873923173292,Q4_high
25_34|women|hs|no_valid_earnings|nonparent,0.08078788895916193,0.044096427159372294,621200251.4453931,25_34,women,hs,no_valid_earnings,nonparent,0.47512340894002947,Q4_high
25_34|women|ba_plus|1500plus_week|parent,0.060995053582190074,0.01495959486092545,892144441.6082839,25_34,women,ba_plus,1500plus_week,parent,-0.5685106126336485,Q2
35_44|men|hs|no_valid_earnings|parent,0.07017474827305324,0.032748563522189945,1002044565.782123,35_44,men,hs,no_valid_earnings,parent,-0.08448487783719379,Q3
65_plus|men|some_college|no_valid_earnings|parent,0.06671521805203463,0.025869312882370658,174550253.010423,65_plus,men,some_college,no_valid_earnings,parent,-0.2668985325032642,Q2
35_44|women|hs|1500plus_week|nonparent,0.07494528332262061,0.0270279597833886,34802944.717999995,35_44,women,hs,1500plus_week,nonparent,0.16705526706951737,Q3
35_44|men|lt_hs|500_999_week|nonparent,0.06425890856118502,0.01673407172289917,286313419.94258404,35_44,men,lt_hs,500_999_week,nonparent,-0.3964144964033878,Q2
55_64|men|some_college|1500plus_week|parent,0.05697815726985006,0.006956730912012404,229777513.660187,55_64,men,some_college,1500plus_week,parent,-0.7803129932854526,Q1_low
55_64|men|lt_hs|500_999_week|parent,0.05401270643011039,9.56617028878862e-05,171975187.857942,55_64,men,lt_hs,500_999_week,parent,-0.9366748952925431,Q1_low
55_64|women|hs|1000_1499_week|nonparent,0.062051664506322435,0.01053940972077041,606655840.214444,55_64,women,hs,1000_1499_week,nonparent,-0.512797770739662,Q2
55_64|women|ba_plus|1500plus_week|parent,0.07047822936214529,0.03107115562069661,202607045.323845,55_64,women,ba_plus,1500plus_week,parent,-0.0684829668705019,Q3
65_plus|women|some_college|1000_1499_week|parent,0.10470833333333335,0.04166666666666667,3615131.133777,65_plus,women,some_college,1000_1499_week,parent,1.7363974550572812,Q4_high
35_44|men|ba_plus|no_valid_earnings|nonparent,0.06225947030445586,0.01831681427466579,522159211.79563,35_44,men,ba_plus,no_valid_earnings,nonparent,-0.5018406139361129,Q2
35_44|women|hs|500_999_week|parent,0.06457537590805149,0.019230333503452848,1266036936.174186,35_44,women,hs,500_999_week,parent,-0.37972784774408225,Q2
