group_id,year,cell_weight,respondents,household_production_minutes,care_minutes,education_minutes,admin_services_minutes,leisure_minutes,market_work_minutes,high_ai_minutes,ai_score_weighted_minutes,pre_ai_exposure,pre_high_ai_share,pre_weighted_n,age_group,gender,education,income_group,parent_status,pre_ai_exposure_z,exposure_bin
25_34|women|hs|1500plus_week|parent,2007,2574444.560034,1,30.0,0.0,0.0,0.0,135.0,625.0,0.0,72.0,0.06325457477175954,0.005563983758486244,31849363.796011,25_34,women,hs,1500plus_week,parent,-0.44937087641147555,Q2
15_24|women|hs|500_999_week|parent,2007,21157325.549387,3,90.97319869267889,136.5361078740591,8.461873098208631,30.452756965572497,69.09319041782955,322.76957592576343,8.461873098208631,84.40255948403932,0.055437607339497104,0.003914206362525128,287559204.02930206,15_24,women,hs,500_999_week,parent,-0.8615429074755073,Q1_low
35_44|women|hs|1000_1499_week|nonparent,2007,41341140.801353,2,23.654990581653827,0.0,0.0,19.86214689357693,174.72429378715384,490.62033897890376,0.0,77.06484745786213,0.05357826991472824,0.001503955630712487,142355036.297355,35_44,women,hs,1000_1499_week,nonparent,-0.9595818067598224,Q1_low
25_34|women|hs|1000_1499_week|nonparent,2007,6232890.681677001,2,109.98771046038395,0.0,0.0,92.26081014340262,191.79553927246496,293.2298591094082,65.44560760755196,110.40720161633479,0.07859919339536628,0.01823675596447124,88861092.185546,25_34,women,hs,1000_1499_week,nonparent,0.35971815700214416,Q4_high
65_plus|women|some_college|lt_500_week|nonparent,2007,121256486.14352201,28,91.79191541548242,21.08671064288827,0.0,84.99862840177715,318.25490151223465,213.2445469380763,82.24207229002063,124.85144151292144,0.07317410037523794,0.03205048615760323,701891304.896905,65_plus,women,some_college,lt_500_week,nonparent,0.07366456547906668,Q3
55_64|women|hs|1000_1499_week|parent,2007,10816263.728765,3,88.74232050585287,8.86144081080851,0.0,20.761007375471962,303.3513008880815,403.1379995984829,1.3925946515493162,77.74386495319578,0.05765125331495836,0.0,28885452.378889002,55_64,women,hs,1000_1499_week,parent,-0.7448220735115731,Q1_low
15_24|men|hs|500_999_week|nonparent,2007,118875755.20098801,5,80.14484536347636,1.1558825388990503,0.0,7.759631096751623,178.2089709947895,480.1017430168503,1.8619169868317302,74.58010511641831,0.05653797472117689,0.010076868190230227,1250968257.843966,15_24,men,hs,500_999_week,nonparent,-0.8035228808406644,Q1_low
55_64|women|lt_hs|500_999_week|parent,2007,3672580.497766,1,30.0,0.0,0.0,135.0,110.0,560.0,0.0,106.425,0.05721768747551485,0.01371927996324856,81136097.30230099,55_64,women,lt_hs,500_999_week,parent,-0.7676830760924281,Q1_low
55_64|women|lt_hs|500_999_week|nonparent,2007,22908207.252993003,2,34.44351461555122,0.5556044939183565,0.0,8.05626516181617,130.00352356212167,524.7186741909192,8.05626516181617,76.9773828587676,0.0752275764972565,0.041488110353252686,136700746.28932598,55_64,women,lt_hs,500_999_week,nonparent,0.18193998446836077,Q3
45_54|women|hs|1000_1499_week|parent,2007,35304470.027657,8,85.82680199726887,31.389002445413578,0.0,39.96902756085984,316.15751060531863,66.9115908855598,35.77067323508648,99.73462681488577,0.05919211152756543,0.010402215290307121,166864236.85311502,45_54,women,hs,1000_1499_week,parent,-0.6635759042553536,Q1_low
65_plus|men|ba_plus|500_999_week|parent,2007,2085306.449363,1,0.0,0.0,0.0,30.0,825.0,30.0,30.0,89.34,0.06525921319592805,0.016930461754129572,30126138.167942,65_plus,men,ba_plus,500_999_week,parent,-0.3436705651336794,Q2
45_54|men|ba_plus|lt_500_week|nonparent,2007,57695073.149878,10,80.38017765571121,0.6927658267947879,0.0,37.33352528513294,260.1653220249749,383.3559401747912,42.17541463179504,97.3759616894363,0.06215191676430943,0.014557568997489157,201961273.32785296,45_54,men,ba_plus,lt_500_week,nonparent,-0.5075116828607855,Q2
35_44|men|some_college|lt_500_week|parent,2007,137009642.69834298,23,74.52681800878968,112.38644890438583,0.0,30.556055974614445,241.8221458283405,331.4630700559405,29.82241161806272,91.60824979518293,0.08848834184333575,0.07287146697719891,210892703.74793902,35_44,men,some_college,lt_500_week,parent,0.8811518762307252,Q4_high
65_plus|men|ba_plus|500_999_week|nonparent,2007,88414561.28784701,9,93.21064803254288,0.0,0.0,60.274072715273405,258.24731411132524,358.29110829346996,52.07277463677458,108.01721178400868,0.07077079084271358,0.031630671328975395,433027628.195306,65_plus,men,ba_plus,500_999_week,nonparent,-0.05305682358643914,Q3
65_plus|men|ba_plus|no_valid_earnings|parent,2007,20676263.414731998,6,125.32610804318595,43.9872292316459,0.0,63.44010286238201,323.3390900924213,0.0,35.13643544919582,100.14300873002666,0.08262651533001797,0.05312010231451903,198004066.11329696,65_plus,men,ba_plus,no_valid_earnings,parent,0.5720702584965315,Q4_high
55_64|women|some_college|1500plus_week|nonparent,2007,63217743.50095199,7,127.40292034717413,89.73612286461044,0.0,36.304514766277215,144.25461807105864,352.34504329670835,35.81910262975122,95.81116110500372,0.0685460999781046,0.022431718625169822,626626434.3262959,55_64,women,some_college,1500plus_week,nonparent,-0.17036003101327252,Q3
55_64|women|lt_hs|lt_500_week|parent,2007,23432124.275653,7,131.86366231430557,70.14561477497529,0.0,15.536950961042578,346.25435124415236,146.2597787601198,33.16127771246774,92.44075629059418,0.05984571046758903,0.017602474439060378,48111231.286034,55_64,women,lt_hs,lt_500_week,parent,-0.6291130252750765,Q1_low
35_44|women|lt_hs|no_valid_earnings|nonparent,2007,100191581.14041299,8,193.38019314140914,90.13157101946956,0.0,33.472449977798014,364.9543287343198,0.0,27.841684852409117,89.52833895166665,0.061596437476470624,0.01281606529492195,229261666.10335597,35_44,women,lt_hs,no_valid_earnings,nonparent,-0.5368009217205485,Q2
55_64|men|some_college|lt_500_week|parent,2007,6213785.7283769995,2,45.90181392184321,161.40372765383532,0.0,0.0,561.0452655750943,0.0,0.0,72.0,0.07148854917592982,0.03484376307155122,46402481.39272,55_64,men,some_college,lt_500_week,parent,-0.015210956556998279,Q3
25_34|women|some_college|1500plus_week|nonparent,2007,6905309.361642,1,60.0,30.0,0.0,30.0,135.0,570.0,30.0,89.34,0.08969282287767211,0.06077541397544282,106054231.98161699,25_34,women,some_college,1500plus_week,nonparent,0.9446615938549212,Q4_high
25_34|women|lt_hs|lt_500_week|nonparent,2007,38300206.846207,5,55.67660382933105,11.330412143969303,0.0,0.0,99.68488407124241,506.3929241173294,0.0,71.99999999999999,0.05320937248860453,0.004520020119537153,22490956.114758,25_34,women,lt_hs,lt_500_week,nonparent,-0.9790329817451706,Q1_low
65_plus|women|lt_hs|lt_500_week|parent,2007,6584257.069009,1,0.0,0.0,0.0,0.0,475.00000000000006,240.0,0.0,72.0,0.050857054583352164,0.001511560111732187,27899886.515564002,65_plus,women,lt_hs,lt_500_week,parent,-1.1030656909917973,Q1_low
55_64|men|hs|lt_500_week|nonparent,2007,286028961.48903304,23,90.24870805519437,24.872049385552398,0.9916711613935661,23.540785236516285,334.5389343250105,344.9360072313037,23.567612708274943,87.16503048957877,0.06090603671175316,0.013901297737838228,575264938.359351,55_64,men,hs,lt_500_week,nonparent,-0.5732042824749117,Q2
15_24|women|ba_plus|lt_500_week|parent,2007,43454316.739976004,3,87.00076242329459,37.36262324041447,0.0,41.5630947927784,410.3915227340624,212.7063126387139,24.218452603610796,94.27188332709889,0.139405697465455,0.15560621669525848,98596229.420232,15_24,women,ba_plus,lt_500_week,parent,3.5659155093196238,Q4_high
55_64|men|hs|1000_1499_week|parent,2007,30306843.944476,4,63.2636945558572,0.0,0.0,12.411854548434862,83.34133123691035,515.9321750138688,10.719328928193743,78.62736615365746,0.07272417987287814,0.037218401451137896,191145463.25565103,55_64,men,hs,1000_1499_week,parent,0.04994121638212469,Q3
55_64|women|ba_plus|500_999_week|parent,2007,27376978.797818,4,112.10480533448599,13.33578789779655,0.0,126.9330731130935,114.07614353929402,483.86932637041804,53.767323955783176,126.4544312602096,0.06339509075075606,0.018983585419328482,113831943.386153,55_64,women,ba_plus,500_999_week,parent,-0.44196176834471945,Q2
65_plus|women|ba_plus|lt_500_week|parent,2007,4447880.175553,2,105.3522983809968,0.0,0.0,81.63413708579421,328.04829162254345,164.02414581127172,81.63413708579421,119.18453123558906,0.08973215606306081,0.07043843184735397,18436008.615798,65_plus,women,ba_plus,lt_500_week,parent,0.9467355488829249,Q4_high
15_24|men|ba_plus|no_valid_earnings|parent,2007,12287204.003580999,2,66.4754502941484,11.894344379078134,413.3284671729652,0.0,217.26786745106241,0.0,461.96240089849636,303.10491457003116,0.20111823525905528,0.2797822079346001,96598742.30174199,15_24,men,ba_plus,no_valid_earnings,parent,6.819886088693286,Q4_high
65_plus|men|some_college|1000_1499_week|nonparent,2007,17458406.109209,2,112.73715411528138,0.0,0.0,48.63354015319724,232.21061546150898,458.102767077749,6.631846384526896,86.54363912126749,0.0591301733505566,0.015368392100497135,131883137.973592,65_plus,men,some_college,1000_1499_week,nonparent,-0.6668417723096028,Q1_low
65_plus|women|some_college|500_999_week|nonparent,2007,37599989.320893995,7,85.67763370039167,0.0,0.0,101.13579823134666,208.75660295543884,349.19660314598707,86.77750380745192,127.36903839449961,0.06866758598060561,0.025515499219519355,308735545.304877,65_plus,women,some_college,500_999_week,nonparent,-0.16395433304528165,Q3
65_plus|women|ba_plus|1500plus_week|nonparent,2007,19792062.833797,3,29.309835128010278,0.0,0.0,4.884310068328955,92.24934613631828,568.4853976425912,14.492788891271163,79.45441801215227,0.07761593034901179,0.04109944130968008,352440311.20367694,65_plus,women,ba_plus,1500plus_week,nonparent,0.3078727923645126,Q4_high
15_24|women|some_college|500_999_week|parent,2007,27761908.593442,6,189.4441912697555,32.462215482135015,0.0,133.14016209501057,241.4322378464819,103.5007003871797,131.3672174690378,148.3823525767269,0.06789632206661406,0.029056168861856396,428487475.50123394,15_24,women,some_college,500_999_week,parent,-0.20462143530341248,Q3
25_34|men|lt_hs|no_valid_earnings|nonparent,2007,66165754.115954,5,125.37437600802765,86.23510723528995,0.0,5.430831286087867,293.11216691582666,291.2070042237837,1.9598888008020443,74.01790606061147,0.08211009025277358,0.06090650442055108,215692408.152866,25_34,men,lt_hs,no_valid_earnings,nonparent,0.5448402649184957,Q4_high
25_34|men|hs|1000_1499_week|nonparent,2007,86287807.573217,6,25.75938344144438,0.0,0.0,35.27211920121103,349.9941607268751,443.7491274012427,58.08531243887715,107.89893785858114,0.059166803189184644,0.01300569593019229,590203504.372217,25_34,men,hs,1000_1499_week,nonparent,-0.6649103589941837,Q1_low
65_plus|women|hs|1000_1499_week|nonparent,2007,6617711.661381,1,195.0,0.0,0.0,365.00000000000006,220.0,0.0,14.999999999999998,169.92000000000002,0.07215914794948726,0.03683818897786662,129301528.88868001,65_plus,women,hs,1000_1499_week,nonparent,0.02014828741086595,Q3
55_64|women|ba_plus|1000_1499_week|parent,2007,40277289.006953,5,74.48718296403429,110.83678374627182,0.0,58.30404100542076,90.92602804717086,317.38234207727936,26.832934636128204,96.60524033705939,0.0843471059571192,0.046817147215934156,119966783.928792,55_64,women,ba_plus,1000_1499_week,parent,0.6627933348746038,Q4_high
55_64|men|some_college|500_999_week|parent,2007,9039132.505732,3,98.63484799657768,65.27671133204696,0.0,2.343266560637583,203.4319453988088,281.70860062697903,2.343266560637583,73.35440807204853,0.05975000562799427,0.011215586317125863,174478918.87803504,55_64,men,some_college,500_999_week,parent,-0.6341593374748209,Q1_low
15_24|women|ba_plus|500_999_week|parent,2007,25656732.946062,2,57.61048262773184,5.898386772451785,0.0,25.983064462075298,221.2061316052159,544.799678695023,0.0,78.6256814378292,0.05882964153941096,0.01577068346795943,41781710.356522,15_24,women,ba_plus,500_999_week,parent,-0.6826881741364808,Q1_low
55_64|men|lt_hs|500_999_week|nonparent,2007,124651774.173427,13,92.70406347493075,34.36704825235677,0.0,13.470793984711806,330.01453483696395,389.9268858452209,6.55203732854296,77.92220382903922,0.054990312417832976,0.004732140189887835,409959943.21887803,55_64,men,lt_hs,500_999_week,nonparent,-0.8851278152987156,Q1_low
65_plus|men|lt_hs|1000_1499_week|nonparent,2007,1413035.087381,1,215.0,59.99999999999999,0.0,0.0,495.0,0.0,0.0,72.0,0.05469069946032019,0.0032916116878074753,82771119.302742,65_plus,men,lt_hs,1000_1499_week,nonparent,-0.9009257679320434,Q1_low
65_plus|men|lt_hs|lt_500_week|parent,2007,29916072.273635,4,13.97795472280493,0.0,0.0,3.044672194350285,208.49334971983546,553.8977395468488,0.0,72.77639140955932,0.051729620031746866,0.002076374587931422,8290396.524037,65_plus,men,lt_hs,lt_500_week,parent,-1.0570571747458686,Q1_low
15_24|women|some_college|1000_1499_week|parent,2007,26702931.999296,1,0.0,0.0,0.0,0.0,120.0,570.0,0.0,72.0,0.05219087642219307,0.001627384604737189,102269090.501843,15_24,women,some_college,1000_1499_week,parent,-1.0327361084322468,Q1_low
65_plus|men|some_college|no_valid_earnings|parent,2007,30838769.341117997,4,81.58120764085822,14.026237216167676,0.0,12.322315016341008,533.0320648775682,184.26753428860044,16.30304039144476,81.30119441060502,0.06671521805203463,0.025869312882370658,174550253.010423,65_plus,men,some_college,no_valid_earnings,parent,-0.2668985325032642,Q2
15_24|men|ba_plus|1500plus_week|parent,2007,5448794.357797,1,0.0,1.0,0.0,175.0,539.0,0.0,85.0,153.62,0.13376041666666666,0.07291666666666667,13068897.956483,15_24,men,ba_plus,1500plus_week,parent,3.2682518855516625,Q4_high
15_24|men|ba_plus|1000_1499_week|parent,2007,3353699.601667,1,135.0,0.0,0.0,25.0,263.0,630.0,40.0,96.83500000000001,0.11362112543740568,0.11936421282815324,22260543.098065,15_24,men,ba_plus,1000_1499_week,parent,2.206349985347371,Q4_high
45_54|women|hs|1500plus_week|nonparent,2007,12643911.039508,2,102.83289220234295,1.108355389882853,0.0,275.9928928263576,241.57958371991498,13.374669151757205,10.541776949414265,145.78318162538199,0.05631705621165259,0.010834671096317985,215346022.968197,45_54,women,hs,1500plus_week,nonparent,-0.8151714429664905,Q1_low
25_34|men|lt_hs|1000_1499_week|parent,2007,17678838.52826,3,47.56449791799768,4.673634288156606,0.0,93.02842001324787,307.7113190328136,93.4726857631321,22.258070036968036,102.91160372531888,0.051792499278954,0.0017192628723981002,153545564.697379,25_34,men,lt_hs,1000_1499_week,parent,-1.0537416860659266,Q1_low
35_44|men|lt_hs|1000_1499_week|nonparent,2007,6814453.5889,2,212.9690989299321,0.0,0.0,0.0,494.9916461469717,67.84660303930637,65.7586309504398,103.69566011811197,0.06550348846679566,0.03216491383152623,39592035.890362,35_44,men,lt_hs,1000_1499_week,nonparent,-0.3307904507664793,Q2
15_24|women|ba_plus|no_valid_earnings|nonparent,2007,57668423.243902996,5,78.70145993904072,23.19322160189093,126.36746525408526,66.37942008658813,318.7958476437694,0.0,106.00324942921212,161.30363083254514,0.14503551820399213,0.17759588169036244,387645380.184325,15_24,women,ba_plus,no_valid_earnings,nonparent,3.862763957063208,Q4_high
35_44|men|lt_hs|1500plus_week|parent,2007,30207151.831408,4,90.60653210943443,20.92631127113601,0.0,90.80658310842192,232.74736704491357,349.1727923709666,33.89484100742711,107.42380071326211,0.06088973269927914,0.015661805805946546,47879261.38898501,35_44,men,lt_hs,1500plus_week,parent,-0.5740639583011377,Q2
65_plus|men|lt_hs|500_999_week|nonparent,2007,32854521.339838,4,12.85246094032853,17.426136720268623,0.0,30.233039454121837,343.818449145261,114.41765575781321,41.29221496160227,99.53739064245319,0.06389740214862785,0.02357802191171445,166683662.96991497,65_plus,men,lt_hs,500_999_week,nonparent,-0.4154759589971028,Q2
35_44|men|some_college|lt_500_week|nonparent,2007,47284654.228948,8,77.7192750071729,3.049924452167735,0.0,35.86662265772412,349.96997561366567,290.5757754392924,12.369278983231185,85.14126588930331,0.08517467281418213,0.06458871107581092,197517108.731173,35_44,men,some_college,lt_500_week,nonparent,0.7064291713127997,Q4_high
65_plus|women|some_college|500_999_week|parent,2007,3598259.776084,1,120.0,30.0,0.0,0.0,90.0,510.00000000000006,0.0,72.0,0.06231866451869887,0.021593105389637445,16237363.754026,65_plus,women,some_college,500_999_week,parent,-0.4987194291898283,Q2
25_34|men|some_college|1500plus_week|nonparent,2007,23496896.452259,3,26.600220589229185,0.0,0.0,94.9962986447837,200.01277067873093,405.0971787570971,66.38185404311378,117.6653950103456,0.061629399586347694,0.018395935165921196,223477384.18734297,25_34,men,some_college,1500plus_week,nonparent,-0.535062899924511,Q2
65_plus|men|hs|500_999_week|parent,2007,19447661.214841,2,8.232007218745602,43.904038499976544,0.0,13.535985562508792,230.11995187502933,458.04798075001173,13.535985562508792,79.82379965513009,0.05159882003472312,0.0,24835019.681548998,65_plus,men,hs,500_999_week,parent,-1.0639539797925341,Q1_low
45_54|women|lt_hs|500_999_week|parent,2007,6583716.722487,1,180.0,240.0,0.0,0.0,180.0,0.0,0.0,72.0,0.07418219668927356,0.0252819839970957,210468929.53553998,45_54,women,lt_hs,500_999_week,parent,0.12681933539013499,Q3
25_34|women|lt_hs|500_999_week|parent,2007,8239361.541261,2,134.95765138974997,167.11777943779907,0.0,50.27834071382842,217.03308221729898,275.3912703411618,0.0,84.82097688202623,0.07997431722818028,0.04913963917952717,153952403.970432,25_34,women,lt_hs,500_999_week,parent,0.4322255056698948,Q4_high
35_44|women|some_college|1000_1499_week|nonparent,2007,32476528.692116998,5,83.51282749504696,0.0,0.0,17.90211386605128,182.95249252682953,434.77763234713393,0.0,76.05090900368579,0.06160946819157052,0.012558345450931443,239367732.30462697,35_44,women,some_college,1000_1499_week,nonparent,-0.5361138398879222,Q2
35_44|women|hs|1500plus_week|parent,2007,4919480.795803,2,125.25593232611644,0.0,0.0,208.02163834853403,207.90944631622912,0.0,69.60632781452419,147.52836166296748,0.07072657815852884,0.038182667118729384,33524306.110138,35_44,women,hs,1500plus_week,parent,-0.05538806418544749,Q3
15_24|women|ba_plus|1000_1499_week|nonparent,2007,8481416.311609,1,0.0,0.0,0.0,165.0,15.0,725.0,165.0,167.37,0.07279049118915734,0.03519452443256027,560998537.013641,15_24,women,ba_plus,1000_1499_week,nonparent,0.05343767074888101,Q3
25_34|women|some_college|1000_1499_week|nonparent,2007,5060567.397844,2,32.41959685435998,0.0,0.0,193.37110488413734,569.6467263248612,0.0,0.0,121.30963174545502,0.053833217038530265,0.005190190460630204,121031818.96510899,25_34,women,some_college,1000_1499_week,nonparent,-0.9461389883341355,Q1_low
55_64|men|lt_hs|500_999_week|parent,2007,22616440.694953002,3,332.296976284256,0.0,0.0,12.509460707781273,173.11426273805864,420.19341354677664,0.0,71.99999999999999,0.05401270643011039,9.56617028878862e-05,171975187.857942,55_64,men,lt_hs,500_999_week,parent,-0.9366748952925431,Q1_low
15_24|men|some_college|1500plus_week|parent,2007,13670813.514492,2,71.79155320359368,95.72207093812492,0.0,2.0231607551562574,202.94959096140656,486.5871939354683,0.0,72.51590599256485,0.057776643495565785,0.01419095528387918,34164347.947934,15_24,men,some_college,1500plus_week,parent,-0.7382105165536735,Q1_low
55_64|men|lt_hs|1000_1499_week|parent,2007,6878336.085993,1,0.0,0.0,0.0,150.0,565.0,0.0,59.99999999999999,134.25,0.07683770488930078,0.0,32535235.422089003,55_64,men,lt_hs,1000_1499_week,parent,0.26683862263892744,Q3
65_plus|men|some_college|lt_500_week|parent,2007,5932386.653608,1,30.000000000000004,0.0,0.0,0.0,250.0,455.00000000000006,0.0,72.0,0.05325601199885584,0.003144248017011596,32276132.373342995,65_plus,men,some_college,lt_500_week,parent,-0.9765737797803814,Q1_low
55_64|women|hs|1500plus_week|nonparent,2007,6068827.450405,1,165.0,130.0,0.0,105.0,250.0,0.0,0.0,98.775,0.05761390790343859,0.009445634686724155,262169073.93848303,55_64,women,hs,1500plus_week,nonparent,-0.74679121746035,Q1_low
25_34|men|lt_hs|1000_1499_week|nonparent,2007,10222814.203831,1,30.000000000000004,0.0,0.0,0.0,200.0,540.0,0.0,72.0,0.05145454712949966,0.0025165175250859164,37762594.212706,25_34,men,lt_hs,1000_1499_week,nonparent,-1.0715611825714577,Q1_low
15_24|men|lt_hs|500_999_week|nonparent,2007,20376299.537224,1,0.0,0.0,0.0,15.0,160.0,450.0,0.0,75.825,0.05069714725027789,0.000643144423698382,229248839.907713,15_24,men,lt_hs,500_999_week,nonparent,-1.1114972638269653,Q1_low
15_24|men|hs|1000_1499_week|nonparent,2007,12754594.628594,1,0.0,0.0,0.0,0.0,26.999999999999996,925.0,0.0,71.99999999999999,0.06233025549316493,0.01761224411851153,286658314.20299196,15_24,men,hs,1000_1499_week,nonparent,-0.4981082618120588,Q2
55_64|women|ba_plus|1500plus_week|parent,2007,1555342.534062,1,80.0,40.0,0.0,45.00000000000001,485.0,0.0,0.0,83.475,0.07047822936214529,0.03107115562069661,202607045.323845,55_64,women,ba_plus,1500plus_week,parent,-0.0684829668705019,Q3
15_24|men|some_college|1500plus_week|nonparent,2007,15525642.380821,1,120.0,0.0,0.0,15.0,275.0,0.0,0.0,75.82500000000002,0.061950569199874204,0.021119783955478987,32995203.558904998,15_24,men,some_college,1500plus_week,nonparent,-0.5181283107669662,Q2
55_64|men|hs|lt_500_week|parent,2007,15887965.113708999,3,118.19964190877288,74.88855699692068,0.0,141.0952540473396,267.92676444291106,78.1452856373137,40.68654787843587,129.9314766169794,0.060423154949976,0.009298451091408474,55640978.748973,55_64,men,hs,lt_500_week,parent,-0.5986656085249635,Q1_low
15_24|men|lt_hs|1000_1499_week|parent,2007,50510399.176964,1,170.0,75.0,0.0,107.0,150.0,185.0,17.0,104.77600000000001,0.05968960448452267,0.01969010536961828,52010301.728885,15_24,men,lt_hs,1000_1499_week,parent,-0.6373441610267943,Q1_low
55_64|men|ba_plus|lt_500_week|parent,2007,10074119.340031,2,315.51739375718654,1.3530615484926403,0.0,87.65307742463202,261.51219856555247,0.0,47.06123096985281,99.20139150057491,0.06735600653904068,0.022889428409837088,59549890.513849,55_64,men,ba_plus,lt_500_week,parent,-0.23311112140549403,Q3
35_44|men|lt_hs|1500plus_week|nonparent,2007,6845699.798982,1,10.0,0.0,0.0,11.0,225.0,510.0,0.0,74.805,0.06404861111111111,0.024305555555555552,10021529.23389,35_44,men,lt_hs,1500plus_week,nonparent,-0.4075030327028747,Q2
65_plus|women|lt_hs|500_999_week|nonparent,2007,4550736.653796,1,90.0,0.0,0.0,0.0,700.0,0.0,0.0,72.0,0.07200437277163957,0.028228829726285543,16409554.411177,65_plus,women,lt_hs,500_999_week,nonparent,0.011987322181755893,Q3
65_plus|women|some_college|1000_1499_week|nonparent,2007,3535653.037528,1,200.0,0.0,0.0,240.0,140.0,0.0,0.0,133.2,0.07833289308170491,0.04488336935116808,131586597.78329298,65_plus,women,some_college,1000_1499_week,nonparent,0.34567670907416825,Q4_high
35_44|men|lt_hs|1000_1499_week|parent,2007,7320702.054075999,2,0.0,68.49431889426604,0.0,37.95712777533362,280.6443716805984,265.59271386566934,0.0,81.67906758271009,0.0550271460357827,0.0032422875973274414,210834068.514945,35_44,men,lt_hs,1000_1499_week,parent,-0.883185657134014,Q1_low
65_plus|women|some_college|lt_500_week|parent,2007,2576675.705788,1,60.0,2.0,0.0,0.0,403.0,0.0,0.0,72.0,0.06474864535656695,0.007885551579618252,27140054.031435,65_plus,women,some_college,lt_500_week,parent,-0.3705917190426615,Q2
15_24|men|ba_plus|1500plus_week|nonparent,2007,42697400.835647,1,0.0,0.0,0.0,0.0,105.0,600.0,0.0,72.0,0.05928359773641019,0.014680643791693709,411542164.8253559,15_24,men,ba_plus,1500plus_week,nonparent,-0.6587520314631677,Q1_low
65_plus|men|lt_hs|1500plus_week|nonparent,2007,15257196.288525,1,0.0,0.0,0.0,0.0,324.0,480.00000000000006,0.0,71.99999999999999,0.05,0.0,14874358.691663,65_plus,men,lt_hs,1500plus_week,nonparent,-1.1482563523849914,Q1_low
15_24|men|lt_hs|1000_1499_week|nonparent,2007,14987023.606261,1,0.0,0.0,0.0,90.0,464.99999999999994,239.99999999999997,0.0,94.94999999999999,0.06480555555555556,0.02777777777777778,27741709.925094,15_24,men,lt_hs,1000_1499_week,nonparent,-0.3675909655524292,Q2
65_plus|men|some_college|500_999_week|parent,2007,9723176.503013,1,0.0,0.0,0.0,125.00000000000001,70.0,640.0,125.00000000000001,144.25,0.06667648196428898,0.025146426615858888,23895475.391727,65_plus,men,some_college,500_999_week,parent,-0.268941003845246,Q2
55_64|men|ba_plus|500_999_week|parent,2007,10182539.36855,1,0.0,0.0,0.0,0.0,240.0,650.0,0.0,72.0,0.06344765770537182,0.013368352103118765,129372345.65925701,55_64,men,ba_plus,500_999_week,parent,-0.439190024872768,Q2
35_44|women|some_college|1500plus_week|nonparent,2007,5479246.525854,2,79.65904058603226,0.0,0.0,0.0,438.1247232231774,0.0,0.0,72.0,0.05930539450315317,0.015053759567135788,71272201.553037,35_44,women,some_college,1500plus_week,nonparent,-0.657602734411986,Q1_low
55_64|men|lt_hs|1500plus_week|parent,2007,5901138.971466,1,0.0,3.0,0.0,0.0,802.0,0.0,0.0,72.0,0.05417722921746207,0.0,74334747.64425099,55_64,men,lt_hs,1500plus_week,parent,-0.9279999593910345,Q1_low
55_64|men|lt_hs|1500plus_week|nonparent,2008,53743067.853438,2,19.45363079986396,0.0,0.0,34.04385389976192,77.69590259984129,616.4514727204444,22.695902599841283,88.88575153428192,0.05039491750270558,0.0,75292992.576178,55_64,men,lt_hs,1500plus_week,nonparent,-1.1274331942225193,Q1_low
65_plus|men|some_college|no_valid_earnings|nonparent,2008,932823807.6141069,147,88.83392859620271,13.97638374637496,0.0,68.34947399015537,527.864676701418,14.392448516886287,52.217973362783795,108.8795609785984,0.07365382979413419,0.03606719881804764,6245068437.157953,65_plus,men,some_college,no_valid_earnings,nonparent,0.09895967520813538,Q3
65_plus|women|lt_hs|no_valid_earnings|nonparent,2008,1237433662.3791862,245,137.1389116269414,11.789740497083763,2.2739910964856787,49.213319190815305,469.55963697009673,15.82353014246431,37.31763414611938,99.33762245952249,0.06534638344549622,0.021696009592558272,3941802650.138649,65_plus,women,lt_hs,no_valid_earnings,nonparent,-0.3390742636748063,Q2
25_34|women|some_college|500_999_week|parent,2008,392676086.48566705,98,71.33219614337526,87.85495863232983,6.6855445015804476,50.48922368419251,225.66829195919433,312.5919885517733,38.30771569525432,102.37552696969587,0.06884348850259388,0.02732441351088961,1676114264.104062,25_34,women,some_college,500_999_week,parent,-0.15467936799195992,Q3
25_34|women|hs|no_valid_earnings|parent,2008,539055886.284987,106,198.31757376750468,158.76663601362787,10.712560093149012,48.73765712187984,272.30443204418816,13.55420885212897,51.832926854224354,108.41080061357177,0.07735511863744443,0.04177651262520434,2133720490.9946969,25_34,women,hs,no_valid_earnings,parent,0.2941207467261579,Q4_high
25_34|women|some_college|lt_500_week|parent,2008,483055385.472021,107,102.36663958703826,103.47450468851558,28.10641307019309,44.190535284727254,210.28538138812712,248.643363389943,60.53117582619777,111.25360492803844,0.07217186835109023,0.031147785825499708,1159602932.208463,25_34,women,some_college,lt_500_week,parent,0.020819007074223635,Q3
25_34|men|lt_hs|no_valid_earnings|nonparent,2008,130453462.074653,9,82.27115743465428,10.578611116306588,0.0,21.459219935470554,224.81151468802747,155.32762355741303,0.7057233008927017,77.70004970973334,0.08211009025277358,0.06090650442055108,215692408.152866,25_34,men,lt_hs,no_valid_earnings,nonparent,0.5448402649184957,Q4_high
15_24|women|lt_hs|lt_500_week|nonparent,2008,152384981.699633,12,61.57723245513603,28.176056411950796,101.8338334659437,117.12802250426488,327.53634165033384,54.63480799169775,122.59712416119066,145.59512352468013,0.093848573134854,0.0589644211098597,452465468.015969,15_24,women,lt_hs,lt_500_week,nonparent,1.1637854470550844,Q4_high
